objectid,filename,youtubeid,vimeoid,title,authors,names of student collaborators,date,item type,abstract,subject,location,latitude,longitude,link,identifier,publisher,citation,type,format,language,rights,rightsstatement
coll028,malliaris.jpg,,,"Where is the Euro Area headed? Restoration of price stability
",Anastasios Malliaris; Mary Malliaris,,2023-07,Article,"After the two recent global shocks of the COVID-19 Pandemic of 2019–2021 and the Russian invasion of Ukraine in February 2022, the 2023–24 economic priority for the Euro Area is the fight against inflation in the midst of global economic and financial uncertainties. We focus on Euro Area inflation, analyze its diagnostics, examine inflation expectations, review theories of inflation and evaluate monetary and fiscal policies prompted because of COVID-19. Then we explore policies of the European Central Bank to fight inflation and conclude that restoration of price stability in the Euro Area will remain its central focus during 2023 and 2024.
",Monetary policy,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=cdi_crossref_primary_10_1016_j_jpolmod_2023_07_008&context=PC&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,DOI: 10.1016/j.jpolmod.2023.07.008,Elsevier,"Malliaris, A. G., & Malliaris, M. E. (2023). Where is the Euro Area headed? Restoration of price stability. Journal of Policy Modeling, 45(4), 848–863. https://doi.org/10.1016/j.jpolmod.2023.07.008",Image;StillImage,image/jpeg,eng,,
coll029,michaud.png,,,Predicting declining and growing occupations using supervised machine learning,Gilbert Michaud,,2023-06-08,Article,"In the United States (U.S.), structural changes in the economy remain varied, yet continuous, prompting the need for regular analyses of both declining and growing occupations. As automation, robotization, and digitization continues to accelerate and drive new patterns of economic change, so does the need for proactive programs and policies aimed at targeted workforce re-training. Applying machine learning (ML) to occupational data provides one potential approach to inform such workforce initiatives, specifically by helping to predict both declining and growing occupations with advanced accuracy. In this paper, we examine the extent to which occupational attributes are predictive of the declining and growing status of jobs in the State of Ohio (USA). In particular, we examine the results from five distinct supervised ML models (i.e., multinomial logistic regression, nearest neighbors, random forest, adaptive boosting, and gradient boosting), and data on the characteristics of occupations from O*NET, as well as information on employment changes from the U.S. Bureau of Labor Statistics. We found that the random forest and gradient boosting models perform the best, predicting declining and growing jobs in Ohio at roughly 92% accuracy in the test set. Moreover, our analysis revealed that the most important features in predicting declining occupations are physical (e.g., spending time making repetitive motions), while the most important features in predicting growing occupations are related to obtaining information and communication. Our method can be replicated at a local or regional level to help practitioners predict future occupational shifts, ultimately enhancing economic and workforce development efforts.",,,,,https://doi.org/10.1007/s42001-023-00211-0,DOI: 10.1007/s42001-023-00211-0,Springer International Publishing,"Khalaf, C., Michaud, G., & Jolley, G. J. (2023). Predicting declining and growing occupations using supervised machine learning. Journal of Computational Social Science, 6(2), 757–780. https://doi.org/10.1007/s42001-023-00211-0",,record,eng,,
coll030,,,,Can Flogging Make Us Less Ignorant?: Socrates on Bodily Punishment,Freya Möbus,,2023,Article,"In the Gorgias, Socrates claims that painful bodily punishment like flogging can improve certain wrongdoers. I argue that we can take Socrates’ endorsement seriously, even on the standard interpretation of Socratic motivational intellectualism, according to which there are no non-rational desires. I propose that flogging can epistemically improve certain wrongdoers by communicating that wrongdoing is bad for oneself. In certain cases, this belief cannot be communicated effectively through philosophical dialogue.
",,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=cdi_crossref_primary_10_5840_ancientphil20234316&context=PC&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,DOI: 10.5840/ancientphil20234316,,"Möbus, F., & Philosophy Documentation Center. (2023). Can Flogging Make Us Less Ignorant?: Socrates on Bodily Punishment. Ancient Philosophy, 43(1), 51–68. https://doi.org/10.5840/ancientphil20234316",,record,eng,,
coll031,,,,Applying Customer Discovery Method to a Chronic Disease Self-Management Mobile App: Qualitative Study,Nallely Mora; Elaine H. Morrato; Talar W. Markossian; Merly Thomas,,2023-07-10,Article,"Background:
A significant health challenge is evident in the United States, with 6 in 10 adults having a chronic disease and 4 in 10 adults having 2 or more. Chronic disease self-management aims to prevent or delay disease progression and disability and reduce mortality risk. The evidence to support the use of information technology tools, including mobile apps, web-based portals, and web-based educational interventions, that support disease self-management and improve clinical outcomes is growing. Customer discovery and value proposition design methodology is a form of stakeholder engagement and is based on marketing and lean start-up business methods. As applied in health care, customer discovery and value proposition methodology can be used to understand the clinical problem and articulate the product’s hypothesized unique value proposition relative to alternative options that are available to end users.
Objective:
This study aims to describe the experience and findings of academic researchers applying the customer discovery and value proposition methodology to identify stakeholders, needs, adaptability, and sustainability of a chronic disease self-management mobile app (CDapp). The motivation of the work is to make mobile health app interventions accessible and acceptable for all segments of patients’ chronic diseases.
Methods:
Data were obtained through key informant interviews and analyzed using rapid qualitative analysis techniques. The value proposition framework was used to build the interview guide. The aim was to identify the needs, challenges (pains), and potential benefits (gains) of the CDapp for our stakeholders.
Results:
Our results showed that the primary consumers (end users) of a CDapp were the patients. The app adopters (decision makers) can be medical center leaders including population health department managers or insurance providers, while the consumer adoption influencers (influencers or saboteurs) are clinicians and patient caregivers. We developed an ecosystem map to visualize the clinical practice workflow and how an app for chronic disease management might integrate within an academic health care center or system. A value proposition for the identified customer segments was generated. Each stakeholder segment was working within a different framework to improve patient self-management. Patients needed help to adhere to self-care activities and they needed tailored health education. Health care leaders aim to improve the quality of care while reducing costs and workload. Clinicians wanted to improve patient education and care while reducing the time burden. Our results also showed that within academic medical centers, there were variations regarding patients’ self-reported abilities to manage their diseases.
Conclusions:
Customer discovery is a useful form of stakeholder engagement when designing studies that seek to implement, adapt, and sustain an intervention. The customer discovery and value proposition methodology can be used as an alternative or complementary approach to formative research to generate valuable information in a brief period.",Hypertension; Caregivers; Life skills; Disease management; Health education,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=cdi_doaj_primary_oai_doaj_org_article_85959d59ed254fdf9cced4f3dfed61e8&context=PC&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,DOI: 10.2196/50334,"
Canada: JMIR Publications","Mora, N., Arvanitakis, Z., Thomas, M., Kramer, H., Morrato, E. H., & Markossian, T. W. (2023). Applying Customer Discovery Method to a Chronic Disease Self-Management Mobile App: Qualitative Study. JMIR Formative Research, 7, e50334. https://doi.org/10.2196/50334",,record,eng,,
coll032,,,,Increasing Student Consciousness: Teaching Advertising through a Social Justice Lens,Pamela Kay Morris,,2023-12,Article,"This exploratory study reviewed how teaching advertising and strategic communication through the lens of social justice and as an active agent to impact society influenced student perspectives. Using engagement of hope and engaged scholarship as the conceptual framework for challenging unjust structures, working for the
common good, and being community-centered, an introductory advertising course was designed to incorporate topics related to social justice, diversity, equity, and inclusion (DEI). Students were interviewed about their learnings and feelings during and after class. Students’ reflections on class and assignments were collected through interviews and examined for ideas of social justice and pedagogical approaches. Findings
indicate students gained knowledge of the power and influence of advertising, sensitivity to social justice and DEI issues, and understanding of the role of brands advocating these ideas. A structure for emphasizing social justice in introductory advertising and other courses is offered.",,,,,https://doi.org/10.53309/2164-7666.1448,DOI: 10.53309/2164-7666.1448,JHE,"Morris, P. K., & Rheu, M. (Mj). (2023). New Approaches for Teaching Advertising: Looking through the Lens of Social Justice to Affect Career Behaviors and Choices. Jesuit Higher Education: A Journal, 12(2). https://doi.org/10.53309/2164-7666.1448",,record,eng,,
coll033,moser.jpg,,,"God Has Something to Prove: Vindication in Biblical Theology
",Paul K. Moser,,2023-10-13,Article,"God has something to prove to humans, but they typically overlook this. They often ask what they can prove about God, but they rarely ask what God aims to prove to or about them. This striking omission calls for correction, for the sake of responsible inquiry about God. The correction offered here will explain that the answer to the question of what God aims to prove determines the answer to the question of what humans are able to prove about God. The needed correction will arise in the light of a recurring but underappreciated biblical theme about what God proves, or vindicates, in the presence of human distrust, avoidance, and alienation toward God. God aims to prove that God alone is perfectly righteous but nonetheless can justify initially resistant people who cooperate in a re-creative process. The process is that of making them worthy of God and God's good news of unmerited divine approval for humans. This perspective has been widely neglected by theologians, biblical interpreters, and philosophers of religion. Restoring attention to it will help to make some sense of God's ways in the world, thereby adding credibility to those ways and to faith in God. (The article uses the term ""proof"" in a familiar sense of ""confirmation,"" in a way that does not require the kind of deductive inference found in mathematical or logical proof.)
",Theology; Bible; Religion; Translators; Inference ,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=cdi_proquest_journals_2876875116&context=PC&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,DOI: 10.1177/00405736231190321,SAGE Publications,"Moser, P. K. (2023). God Has Something to Prove: Vindication in Biblical Theology. Theology Today, 80(3), 250–260. https://doi.org/10.1177/00405736231190321
",,record,eng,,
coll034,nicholson.jpg,,,"Buddhism, Cognitive Science, and the Doctrine of Selflessness: A Revolution in Our Self-Conception",Hugh Nicholson,,2022-09-29,Book,"This book examines the relationship between Buddhist philosophy and scientific psychology by focusing on the doctrine of No-self.
The hypothesis is that No-self can function as an instrument of counter-induction, that is, an alternative conceptual scheme that exposes by contrast the intuitive or ""folk"" theoretical presuppositions sedimented in our perception of ourselves and others. When incorporated into regimens of meditative and ritual practice, the No-self doctrine works to challenge and disrupt our naïve folk psychology. The author argues that there is a fruitful parallel between the No-self doctrine and anti-Cartesian trends in the cognitive sciences. The No-self doctrine was the product of philosophical speculation undertaken in the context of hegemonic struggles with both Buddhist and non-Buddhist rivals, and the classic No-self doctrine, accordingly, is a somewhat schematic and largely accidental anticipation of the current scientific understanding of the mind and consciousness. Nevertheless, inasmuch as it challenges and unsettles the seemingly self-evident certitudes of folk psychology, it prepares the ground for the revolution in our self-conception promised by the emerging cognitive scientific concept of mind.
A novel contribution to the study of Buddhist Philosophy, the book will also be of interest to scholars of Buddhist Studies and Asian Religions.",Psychology -- Religious aspects -- Buddhism; Selflessness (Psychology); Buddhism and psychoanalysis,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma99214014749902506&context=L&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,"ISBN: 9781032302041
",Routledge,"Nicholson, H. (2022). Buddhism, cognitive science, and the doctrine of selflessness: a revolution in our self-conception (1st ed.). Routledge.",,record,eng,,
coll035,oksala.png,,,"Feminism, Capitalism, and Ecology
",Johanna K. Oksala,,2023-06,Book,"A philosophical response that brings together feminist and ecological approaches to solving the global environmental crisis that the capitalist economic system has created
 In the face of ecological catastrophe, neither feminists nor environmentalists have the option of merely supporting an environmental politics that would preserve an imagined nature somewhere outside capitalism. As Johanna Oksala contends, the political goal must be more radical: to challenge the capitalist economic system itself and the mechanisms by which it expropriates life on the planet.
 Feminism, Capitalism, and Ecology lays the critical groundwork for this political project. It develops a new way of bringing feminist and ecological responses to capitalism together into a cohesive framework. By exposing the systemic logic by which environmental destruction and gender oppression are jointly rooted in capitalism, Oksala establishes the theoretical foundations for an effective political alliance. The traditions of materialist ecofeminism and Marxist feminism are critical starting points. But the rapid rise of biotechnology and the steady increase of precarity necessitate a model of resistance that responds to the distinctive challenges of contemporary biocapitalism. Timely and urgent, this book articulates a theoretically sophisticated response and maps out our real-world options in this existential struggle.","Ecofeminism; Philosophy, Marxist",,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma99214026350202506&context=L&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,ISBN: 9780810146105,Northwestern University Press,"Oksala, J. (2023). Feminism, capitalism, and ecology. Northwestern University Press.",,record,eng,,
coll036,ottati.jpg,,,Divided: Open-Mindedness and Dogmatism in a Polarized World,Victor C. Ottati,,2023-07-14,Book,"Series in Political Psychology
Identifies conditions that promote open- and closed-minded thinking to help generate innovative solutions to reduce polarization and increase constructive social compromise in the future
Considers how open- and closed-mindedness may influence the way people respond to social and political conditions
Showcases a variety of contemporary scientific approaches to understanding open-mindedness within a social and political context by bringing together chapters by leaders in multiple academic fields",Dogmatism; Toleration; Polarization (Social sciences),,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma99214027753102506&context=L&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,ISBN: 9780197655467,Oxford University Press,"Ottati, V. C., & Stern, C. (Eds.). (2023). Divided: open-mindedness and dogmatism in a polarized world. Oxford University Press.",Image;StillImage,image/jpeg,eng,,
coll037,pine.jpg,,,Biochemistry Illustrated: The Workbook!,Polina Pine,Anna Buttell,2023-01-12,Book,This workbook helps students learn biochemistry by illustrating principles and providing practice problems that are excellent in supplementing lectures and preparing students for the MCAT.,,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma99214071752902506&context=L&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,ISBN : 979-8873624157,,"Biochemistry Illustrated: The Workbook! 
by A. Buttell (undergraduate student) and P. Pine (Senior lecturer in the Department of Chemistry and Biochemistry)",,record,eng,,
coll038,qeadan.jpg,,,"Psychostimulant Misuse Among American Indian, Alaskan Native, or Native Hawaiian College Students in the U.S. From 2015 to 2019
",Fares Qeadan; William A. Barbeau,Sydney Ross,2023-11-15,Article,"Introduction:
This study examines factors associated with psychostimulant misuse, including polysubstance use and social factors, among the understudied American Indian/Alaska Native/Native Hawaiian (AI/AN/NH) college student population.
Methods:
Data were from the 2015 to 2019 American College Health Association-National College Health Assessment IIc (ACHA-NCHA IIc) survey. Multivariable logistic regression models and odds ratios were used to estimate associations between psychostimulant misuse and potential risk and protective factors among AI/AN/NH college students, including licit and illicit substance use, social support, relationship factors, exposure to violence or abuse, mental health symptoms, drug and alcohol education, and sample demographics.
Results:
Opioid misuse among AI/AN/NH college students significantly increased the odds of using psychostimulants. Specifically, for cocaine use, the adjusted odds ratio (aOR) was 3.17 with a 95% confidence interval (C.I.) of 2.17 to 4.63; for methamphetamine use, the aOR was 38.87 (95% C.I. 19.24-78.52). For amphetamine misuse among non-Tobacco users, the aOR was 5.47 (95% C.I. 3.49-8.55), while among Tobacco users, the aOR was 2.65 (95% C.I. 2.07-3.41). For cocaine and other stimulant misuse, the aOR was 3.64 (95% C.I. 2.30-5.67). Additionally, the use of other types of licit and illicit substances was associated with greater odds of psychostimulant use and misuse. Conversely, factors such as age, living on campus, and residing in parental/guardian housing were linked with lower odds of psychostimulant use and misuse.
Conclusion:
Substance use prevention and treatment interventions targeting AI/AN/NH college students should address polysubstance use, including the combined use of opioids and psychostimulants. Substance use interventions should not be siloed to focus narrowly on single substances but rather should leverage potential protective factors against substance use, such as promoting supportive campus and family living conditions and other social support networks, in broad efforts to reduce multiple forms of substance use among AI/AN/NH students.","Cocaine; College students; Drug abuse; Drug utilization; Drug use
",,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=cdi_doaj_primary_oai_doaj_org_article_423c34ade417488e89d33b699251bf87&context=PC&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,DOI: 10.1177%2F11782218231209667,SAGE Publications,"Qeadan, F., Ross, S., Barbeau, W. A., Madden, E. F., Venner, K. L., & English, K. (2023). Psychostimulant Misuse Among American Indian, Alaskan Native, or Native Hawaiian College Students in the U.S. From 2015 to 2019. Substance Abuse: Research and Treatment, 17, 11782218231209668. https://doi.org/10.1177/11782218231209667",Image;StillImage,image/jpeg,eng,,
coll039,,,,Limiting Fundamental Rights to Only Those Founded Upon Longstanding Tradition Undermines the Court's Legitimacy and Disavows Individual Human Dignity,Vincent J. Samar,,2023,Article,"The Supreme Court’s anti-abortion opinion in Dobbs v. Jackson Women’s Health Org., which overruled Roe v. Wade and Planned Parenthood of S.E. Penn. v. Casey, on the one hand suggests that the Court may be moving toward eliminating all non-enumerated fundamental rights not deeply rooted in the Nation’s longstanding history and tradition. On the other hand, it may suggest only that the Court might be just opening the door to overruling specific non-enumerated rights with which it no longer agrees. Either way, many long-recognized, non-enumerated, human rights, beyond abortion that are essential to individual autonomy and human dignity are now up for grabs. Such rights in the area of privacy law will most likely include not just abortion, but also contraception, interracial marriage, and the Court’s more recent recognition of same-sex marriage, and possibly still other precedents, including whether states can criminalize adult consensual same-sex behavior in private. More importantly, the proposed foundation for this Court’s potential departure from its past case precedents cannot be justified even by claiming such rights are not deeply rooted in the Nation’s history and tradition. As I hope to show in this article, neither from the point of view of looking to this Nation’s longstanding history and traditions, if properly understood, nor from the point of view of allowing Equal Protection to aid in identifying forms of discrimination not previously recognized or afforded much attention, can departures from past human rights precedents based in autonomy be justified.",Public interest law -- United States; Civil law -- United States; Civil law; Public interest law; United States,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma99213411966302506&context=L&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,ISSN : 1932-2046,University of Connecticut School of Law,"Limiting Fundamental Rights to Only Those Founded Upon Longstanding Tradition Undermines the Court's Legitimacy and Disavows Individual Human Dignity, 22 Connecticut Public Interest Law Journal 1-54 (2023)",,record,eng,,
coll040,,,,The Politics of Informed Consent and the Limits of the First Amendment,Nadia N. Sawicki,,2024-03-20,Article,"Physicians are accustomed to disclosing the risks and benefits of treatment as part of their ethical and legal duty to secure informed consent. Generally, physicians have the freedom to decide how to communicate this information, and to tailor their disclosures to the needs of individual patients. However, in today’s highly politicized climate, some state legislatures areeliminating this opportunity for professional discretion. Physicians are increasingly being compelled to communicate statemandated messaging that may be at odds with their professional judgment, violating their ethical duty to secure informed consent by ""present[ing] relevant information accurately and sensitively, inkeepingwith the patient’s preferences for receiving medical information.""1 Even though physicians and patient advocates have argued that these targeted disclosure laws are unconstitutional, the FirstAmendment sets few restrictions on the government’s ability to compel physician speech. This Viewpoint discusses the expansion of politically motivated informed consent laws and identifies opportunities for the medical profession to challenge them.",Medical personnel;physicians,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=cdi_proquest_miscellaneous_2802425823&context=PC&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,DOI: 10.1001/jama.2023.4235,American Medical Association,"Sawicki, N. N. (2023). The Politics of Informed Consent and the Limits of the First Amendment. JAMA, 329(19), 1635. https://doi.org/10.1001/jama.2023.4235",,record,eng,,
coll041,schusler.jpg,,,Experiences with environmental gentrification: Evidence from Chicago,Tania Schusler; Richard T. Melstrom, Rowan Obach; Paulina Vaca; Sydney Durkin; Frances Rafferty;,2023-04-12,Article,"Environmental contamination and limited access to green spaces disproportionately burden communities of color with negative impacts on residents' health. Yet, cleaning up contamination and creating green spaces has in some cases been associated with displacing long-term residents as the neighborhood becomes desirable to more affluent, often Whiter, populations through environmental gentrification. We used mixed methods to investigate environmental gentrification in the city of Chicago, IL, USA. We examined quantitatively the relationship between green areas, brownfield cleanups, and indicators of gentrification, including race and ethnicity, income, households without children, and home ownership. We explored through qualitative interviews how key informants perceive the risk and impacts of environmental gentrification. We found that brownfields cleanup is statistically correlated with proportionately fewer Hispanic residents and more White residents. We did not find any significant correlation between green area and demographic change with the exception of an elevated rail trail linear park. These results align with a racialized process of gentrification, described by some key informants, whereby racial stereotypes lead White newcomers to feel more comfortable moving into Hispanic than Black neighborhoods. The interview results also suggested that racialized disinvestment drives the displacement of people of color, especially African-Americans, from their communities and serves as a precursor for gentrification. These results add to a growing body of evidence that interventions to prevent environmental gentrification will need to be context-specific, multi-faceted, equity-centered, and ideally occur early on within disinvested communities before gentrification takes hold.",Disinvestment; Displacement; Environmental justice,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=cdi_crossref_primary_10_1016_j_landurbplan_2023_104765&context=PC&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,http://dx.doi.org/10.1016/j.landurbplan.2023.104765,Elsevier,"Schusler, T. M., Krings, A, Melstrom, R. T. (2023). Experiences with environmental gentrification: Evidence from Chicago. Landscape and Urban Planning. 236, 104765. doi: 10.1016/j.landurbplan.2023.104765",Image;StillImage,image/jpeg,eng,,
coll042,shuffelton.png,,,Collaboration: Philosophy of Education in Practice,Amy B. Shuffelton,,2023-11-16,Book,"Collaboration is widely celebrated as an ability schools should teach children to practice. Yet collaboration has a darker side, as its use to refer to those complicit with Nazi occupiers and with colonial oppressors of many kinds suggests. In effect, ""collaboration"" is a contranym, a word that can mean something or its opposite. To collaborate can mean to work with one's friends and colleagues for the common good. It can also mean to sell out one's friends and colleagues for the sake of personal gain. What can schools do to encourage the first and discourage the second? The loyalty and commitment to shared ends that collaboration implies may seem a positive good only insofar as those loyalties and ends are also good – but how to judge? This book asks: to whom should one be loyal and what are the limits of loyalty? What responsibility do collaborators bear for the outcomes of their joint projects? Should I make those friends and those responsibilities my own? These are questions children learn to answer in schools, through the formal and informal education that happens there. Amy Shuffelton explores those questions in the context of children's lives in schools, including examples from films, literature, and children's own accounts of moral dilemmas they face around questions of friendship, authority, and their own developing agency. She argues that rather than collaboration being a simple, good practice, considerable care is needed to ensure it serves individuals and their communities well.",Education -- Philosophy;Cooperativeness -- Study and teaching,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=alma99214071752802506&context=L&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,ISBN: 9781350302747,Bloomsbury Academic,"Shuffelton, A. B. (2024). Collaboration : philosophy of education in practice. Bloomsbury Academic.",Image;StillImage,image/jpeg,eng,,
coll043,silveira.jpg,,,Rooftop Wars,Miguel Silveira,,2023-08-30,Performance,"A neighborhood in Chicago is celebrating a holiday with a big parade. But for a group of kids, the occasion is a chance to escape the gaze of adults. Dio, a younger, slightly nerdy boy, peels himself away from the festivals and his mother, wanting to play with older boy Flaco. Together the two join the rest of the neighborhood kids.The kids ride bikes in abandoned buildings, carousing and horsing around. It's exhilarating and fun, full of adventure and freedom for Flaco and his loyal sidekick. But when the game turns into a pretend war, Dio discovers he may be in over his head. Directed and written by Miguel Silveira, this short drama captures the joy and freedom of childhood, in a loose, free-form visual style that's as restless and energetic as the kids themselves. And with its almost documentary-like attention to the parade as a neighborhood event, full of military pageantry and community, it's also a powerful portrait of community, one joined together by location and culture and complicated by what it takes to belong safely to these communities.",,,,,https://youtu.be/_Emhbnbuv9o?feature=shared,https://youtu.be/_Emhbnbuv9o?feature=shared,,,Image;StillImage,image/jpeg,eng,,
coll044,,,,Academic motivation decreases across adolescence for youth with and without attention-deficit/hyperactivity disorder: Effects of motivation on academic success,Zoe Smith,Marcus A. Flax; Victoria R. Grant,2023-05-10,Article,"Background This longitudinal study examined growth trajectories of academic motivation in youth with and without attention‐deficit/hyperactivity disorder (ADHD) across the important developmental transition from middle school to high school, and associations with academic success. Consistent with self‐determination theory (SDT) of motivation, trajectories of amotivation, extrinsic motivation, and intrinsic motivation were modeled. Methods The study included a robust multi‐method, multi‐source assessment of academic outcomes, including homework performance ratings; reading and mathematics standardized test scores; and grade point average (GPA) obtained from school records. Participants included 302 adolescents (ages 12–14; Mage = 13.20) in eighth grade who were specifically recruited so that approximately half (n = 162) were diagnosed with ADHD and 140 adolescents comprising a comparison sample without ADHD. The sample was predominantly White (81.80%), with 7.90% identifying as bi/multiracial, 5.30% identifying as Black/African American, 4.60% identifying as Asian, and 0.30% identifying as Indigenous/Alaskan. Results Adolescents with ADHD had worse academic motivation at all timepoints. Growth curve analyses indicated the academic motivation of adolescents without ADHD decreased at faster rates across the transition to high school compared to adolescents with ADHD. However, for adolescents with ADHD, amotivation, extrinsic motivation, and intrinsic motivation each predicted GPA, with higher extrinsic and intrinsic motivation also predicting better homework performance and different aspects of math performance, whereas for youth without ADHD, only amotivation and extrinsic motivation predicted GPA. Conclusions Intervention and school policy implications are discussed, including the importance of fostering autonomy and internal motivation, and consideration of whether current ADHD interventions primarily foster extrinsic motivation.",Intrinsic motivation;Academic achievement;Educational attainment;High schools,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=cdi_proquest_miscellaneous_2812505800&context=PC&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,DOI: 10.1111/jcpp.13815,Blackwell Publishing Ltd,"Smith, Z.R., Flax, M., Becker, S.P., & Langberg, J.M. (2023). Academic motivation decreases across adolescence for youth with and without attention-deficit/hyperactivity disorder: Effects of motivation on academic success. Journal of Child Psychology and Psychiatry, 64(9), 1303-1313. http://doi.org/10.1111/jcpp.13815 ",,record,eng,,
coll045,tallman.jpg,,,Water insecurity and gender‐based violence: A global review of the evidence,Paula Tallman,Aman Kothadia; Natalie Archdeacon; Melanie Villarmarzo; Willa Poland-McClain; Grace Shallal; Grace Courter; Maya Roytman,2023-01-01,Article,"We reviewed the existing literature documenting the association between water insecurity and gender‐based violence to (1) describe the characteristics and contexts of available studies, and (2) identify and classify documented gender‐based violence across domains of water insecurity (access, affordability, adequacy, reliability, and safety). 18 peer‐reviewed articles mentioned associations between water insecurity and gender‐based violence. All studies were conducted in sub‐Saharan Africa and South Asia and were published in English. The most common manifestation of the relationship between water insecurity and gender‐based violence was an increased risk of sexual and physical violence for women who walked long distances to access water. This was followed by intimate partner violence sparked by the inability to meet domestic obligations due to household water inadequacy. Despite these trends, the domains of water insecurity, and the types of violence experienced by women, were often intertwined. We conclude that there is a dearth of information assessing gender‐based violence and water insecurity, especially in Latin America, North America, and Southeast Asia, and involving locally‐based scholars. We suggest that the spectrum of what is considered ""violence"" in relation to water insecurity be expanded and that scholars and practitioners adopt the term ""gender‐based water violence"" to describe water‐related stressors that are so extreme as to threaten human health and well‐being, particularly that of women and girls. Finally, we encourage the development of cross‐culturally validated measures of gender‐based violence, which can be deployed in conjunction with standardized measures of water insecurity, to evaluate interventions that target these linked threats to global health. This article is categorized under: Engineering Water > Water, Health, and Sanitation Human Water > Rights to Water Globally, women and girls bear the brunt of water acquisition, distribution, and related household tasks. Water insecurity—the inability to access and benefit from affordable, adequate, reliable, and safe water—increases their risk for gender‐based violence as they struggle to safely obtain enough water for household use.",Intimate partner violence;Water insecurity;Water;Women,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=cdi_proquest_journals_2767060727&context=PC&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,DOI: 10.1002/wat2.1619,"John Wiley & Sons, Inc","Tallman, P. S., Collins, S., Salmon‐Mulanovich, G., Rusyidi, B., Kothadia, A., & Cole, S. (2023). Water insecurity and gender‐based violence: A global review of the evidence. Wiley Interdisciplinary Reviews. Water, 10(1), e1619-n/a. https://doi.org/10.1002/wat2.1619",Image;StillImage,image/jpeg,eng,,
coll046,tangarife.jpg,,,Fermion pair radiation from accelerating classical systems,Walter O. Tangarife,,2023-10-02,Article,"Accelerating classical systems that couple to a fermion-antifermion pair at the microscopic level can radiate pairs of fermions and lose energy in the process. In this work, we derive the generalization of the Larmor formula for fermion pair radiation. We focus on the case of a point-like classical source in an elliptical orbit that emits fermions through vector and scalar mediators. Ultra-light fermion emission from such systems becomes relevant when the mass of the mediator is larger than the frequency of the periodic motion. This enables us to probe regions of the parameter space that are inaccessible in on-shell bosonic radiation. We apply our results to pulsar binaries with mediators that couple to muons and neutrinos. Using current data on binary period decays, we extract bounds on the parameters of such models.",Particles (Nuclear physics);Quantum theory;Quantum field theory;Physics,,,,https://luc.primo.exlibrisgroup.com/discovery/fulldisplay?docid=cdi_doaj_primary_oai_doaj_org_article_d4387f72f5c14f319fb3b76e0ed69336&context=PC&vid=01LUC_INST:01LUC&search_scope=MyInst_and_CI&tab=Everything&lang=en,DOI: 10.1007/JHEP10(2023)002,Springer Berlin Heidelberg,"Gavrilova, M., Ghosh, M., Grossman, Y., Tangarife, W., & Tsai, T.-H. (2023). Fermion pair radiation from accelerating classical systems. The Journal of High Energy Physics, 2023(10), 2–31. https://doi.org/10.1007/JHEP10(2023)002",Image;StillImage,image/jpeg,eng,,
